MATB
Condition, Trial 1, Trial 2
Low, 74.50609486111111, 77.89973611111111
Moderate, 72.89455272474747, 73.69140110353536
High, 72.51848176086956, 71.35030072463768



RanTask
Condition, Trial 1, Trial 2
Low, 0.7272727272727273, 1.0
Moderate, 0.9746835443037974, 0.891566265060241
High, 0.7938931297709924, 0.8421052631578947
