MATB
Condition, Trial 1, Trial 2
Low, 82.43121555555555, 82.98426722222221
Moderate, 69.65955462121212, 68.68784022727273
High, 60.66618760869565, 64.39644420289855



RanTask
Condition, Trial 1, Trial 2
Low, 0.7368421052631579, 1.0
Moderate, 0.8765432098765432, 0.9375
High, 0.38636363636363635, 0.44776119402985076
