MATB
Condition, Trial 1, Trial 2
Low, 62.10780802777778, 62.17673636111112
Moderate, 53.60368146464647, 53.37151782575758
High



RanTask
Condition, Trial 1, Trial 2
Low, -0.5, -0.47619047619047616
Moderate, -0.3950617283950617, -0.43529411764705883
High
