average_hr	hrv
20.109316770186332	0.055656304023906436
21.295031055900616	0.022014864862504813
19.064872325741888	0.07520222812636358
14.909316770186331	0.06846964128560283
19.74615887544949	0.06503450993523141
18.12042788129744	0.01784620294289777
18.652173913043473	0.026658831319984807
19.89820565907522	0.07491690509892646
23.39820565907522	0.021438880101046883
22.588264138607382	0.022456673535829374
23.00931677018633	0.0
22.152173913043473	0.016392816390244307
22.00931677018633	0.0
22.44681677018633	0.02802860093915549
25.588264138607382	0.055750753521538285
25.342650103519663	0.046884483142786704
21.421081476068682	0.04685429809994969
21.693527296502122	0.04623128827944312
21.640895717554752	0.07259102654429525
22.950493240774566	0.01868136158810512
20.59755206430398	0.07089472716184626
21.00931677018633	0.08555414191748097
20.25931677018633	0.07316891994487085
19.00931677018633	0.0
20.00931677018633	0.10536017451230983
23.50931677018633	0.031064141526492912
21.50931677018633	0.024008097747209325
18.74615887544949	0.042978488794705935
22.832846181951037	0.060439432367344614
22.479905005480447	0.022886918574704655
23.69681677018633	0.04549948387999936
23.50931677018633	0.05935865527229701
17.75931677018633	0.09079468374406344
18.80931677018633	0.06361135270626764
20.453761214630774	0.03445782802971324
24.00931677018633	0.025505616905192843
20.13431677018633	0.11012818601779775
18.485507246376805	0.07577179723800051
19.30931677018633	0.02434898922511644
21.00931677018633	0.05397098018136195
21.00931677018633	0.0
22.742650103519665	0.030943251878992193
24.759316770186327	0.041841593495055125
27.475983436852996	0.023290903304441685
26.675983436853	0.040226698390239866
26.12696382900986	0.026663279766389766
25.832846181951037	0.03417521224516665
23.78709454796411	0.027189603398575204
23.13431677018633	0.03825750342873234
24.191134952004514	0.03612326991846628
20.580745341614904	0.03672991106351931
20.79879045439686	0.02013837820088956
20.580745341614904	0.03139857968857013
22.00931677018633	0.0
22.092650103519663	0.008001606618867056
22.405150103519663	0.022039858390060823
22.652173913043473	0.021951321758682304
22.580745341614904	0.02274294241592859
23.723602484472046	0.019761215913365035
24.19681677018633	0.016659748728254858
25.00931677018633	0.0
25.07181677018633	0.02288348259166407
22.554771315640878	0.0414191179294288
20.69681677018633	0.03212107217756239
23.272474664923173	0.037465458752802834
23.068140299598095	0.04716620124978215
20.656375593715744	0.07249805306356977
25.242650103519665	0.03580036606335
24.295031055900616	0.03761565611341006
21.12042788129744	0.015311282290267304
20.88431677018633	0.016355096951009288
20.95668519123896	0.06836485759788505
23.950493240774566	0.027500594972929712
21.421081476068682	0.023682261643168674
23.851422033344225	0.0349752758537579
21.219843085975803	0.019738784429019465
22.70931677018633	0.05170943314183927
23.07181677018633	0.03345650754263192
22.774022652539273	0.03303970493209853
24.00931677018633	0.0
24.953761214630774	0.03496884051166727
23.064872325741888	0.08209024382408593
19.24008600095556	0.02279246618917062
19.656375593715744	0.04384174085560947
22.609316770186332	0.022230865932791843
21.742650103519665	0.021052526073763456
23.00931677018633	0.029813764025314
22.362257946656918	0.022027837450355945
22.542650103519666	0.02290758970764024
26.075983436852997	0.07456927270865982
26.199792960662524	0.06678792944415637
21.44681677018633	0.03795160086118056
21.82181677018633	0.01847292971342667
22.167211507028437	0.01690038120103173
23.533126293995856	0.021746635331223663
22.453761214630774	0.027420740675464763
22.652173913043473	0.021951321758682304
22.223602484472046	0.019160499020077562
22.075983436852997	0.011695917895831152
20.0619483491337	0.05628038810728149
17.25931677018633	0.04150514235006101
20.40931677018633	0.13833740130229671
26.15931677018633	0.033452478426835734
24.114579928081067	0.02351817342483271
20.95668519123896	0.08337092245885679
21.00931677018633	0.0347606136519662
19.191134952004514	0.05115121224821096
19.842650103519663	0.035635702766392184
18.640895717554752	0.05123862502928748
18.891669711362802	0.06972944414969008
21.90931677018633	0.02924432935257335
21.78709454796411	0.03360174972065603
22.38431677018633	0.03211155809703445
21.675983436853	0.028474528117556866
23.12696382900986	0.020974272872957285
21.342650103519663	0.033910824613874506
21.303434417245153	0.05692406686313455
25.390269151138714	0.07312945402793652
27.57181677018633	0.026383405713030824
22.731538992408552	0.04960040786102945
