Expected: 2, 0, 3
15:12:47.740
15:12:49.743:   [1, 0, 0],0, 0
15:12:51.745:   [1, 1, 0],1, 0
15:12:53.746:   [1, 2, 0],1, 0
15:12:55.012:   Low
15:12:55.747:   [0, 2, 0],0, 1
15:12:57.748:   [0, 2, 1],2, 0
15:12:59.750:   [1, 2, 1],0, 0
15:13:01.751:   [1, 2, 2],2, 0
15:13:03.752:   [1, 3, 2],1, 0
15:13:04.588:   High
15:13:05.753:   [1, 3, 0],2, 1
15:13:07.754:   [1, 3, 1],2, 0
15:13:08.716:   Low
15:13:09.755:   [0, 3, 1],0, 1
15:13:11.756:   [0, 3, 2],2, 0
15:13:13.757:   [1, 3, 2],0, 0
15:13:15.044:   Low
15:13:15.758:   [0, 3, 2],0, 1
15:13:16.541:   High
15:13:17.759:   [0, 3, 0],2, 1
15:13:19.759:   [1, 3, 0],0, 0
15:13:21.759:   [1, 3, 1],2, 0
15:13:23.020:   Low
15:13:23.759:   [0, 3, 1],0, 1
15:13:25.759:   [0, 4, 1],1, 0
15:13:27.759:   [0, 4, 2],2, 0
15:13:29.759:   [1, 4, 2],0, 0
15:13:31.759:   [1, 5, 2],1, 0
15:13:33.760:   [1, 6, 2],1, 0
15:13:34.581:   High
15:13:35.760:   [1, 6, 0],2, 1
15:13:37.760:   [1, 7, 0],1, 0
15:13:39.760:   [1, 8, 0],1, 0
15:13:41.760:   [1, 8, 1],2, 0
15:13:42.708:   Low
15:13:43.760:   [0, 8, 1],0, 1
15:13:45.760:   [0, 9, 1],1, 0
15:13:47.760:   [0, 9, 2],2, 0
15:13:48.756:   High
15:13:49.760:   [0, 9, 0],2, 1
15:13:51.761:   [1, 9, 0],0, 0
15:13:53.761:   [1, 10, 0],1, 0
15:13:55.761:   [1, 11, 0],1, 0
15:13:57.761:   [1, 12, 0],1, 0
15:13:59.761:   [1, 12, 1],2, 0
15:14:01.761:   [1, 13, 1],1, 0
15:14:03.761:   [1, 14, 1],1, 0
15:14:05.761:   [1, 15, 1],1, 0
15:14:06.684:   Low
15:14:07.761:   [0, 15, 1],0, 1
15:14:09.762:   [0, 16, 1],1, 0
15:14:11.762:   [0, 17, 1],1, 0
15:14:13.762:   [0, 17, 2],2, 0
15:14:15.762:   [0, 18, 2],1, 0
15:14:16.932:   High
15:14:17.762:   [0, 18, 0],2, 1
15:14:19.762:   [1, 18, 0],0, 0
15:14:21.762:   [1, 19, 0],1, 0
15:14:23.762:   [1, 19, 1],2, 0
15:14:25.763:   [1, 19, 2],2, 0
15:14:26.869:   High
15:14:27.763:   [1, 19, 0],2, 1
15:14:29.763:   [1, 19, 1],2, 0
15:14:30.813:   Low
15:14:31.763:   [0, 19, 1],0, 1
15:14:33.763:   [0, 19, 2],2, 0
15:14:34.740:   High
15:14:35.763:   [0, 19, 0],2, 1
15:14:37.763:   [1, 19, 0],0, 0
15:14:39.763:   [1, 20, 0],1, 0
15:14:41.763:   [1, 21, 0],1, 0
15:14:43.764:   [1, 22, 0],1, 0
15:14:44.765:   Low
15:14:45.764:   [0, 22, 0],0, 1
15:14:47.764:   [0, 23, 0],1, 0
