Expected: 2, 2, 3
12:13:42.429
12:13:44.432:   [1, 0, 0],0, 0
12:13:46.433:   [1, 1, 0],1, 0
12:13:47.390:   Low
12:13:48.434:   [0, 1, 0],0, 1
12:13:50.435:   [0, 2, 0],1, 0
12:13:52.437:   [0, 2, 1],2, 0
12:13:54.438:   [1, 2, 1],0, 0
12:13:55.494:   Medium
12:13:56.439:   [1, 0, 1],1, -1
12:13:58.440:   [1, 1, 1],1, 0
12:13:59.398:   Medium
12:14:00.441:   [1, 0, 1],1, 1
12:14:02.442:   [1, 0, 2],2, 0
12:14:03.502:   Low
12:14:04.443:   [0, 0, 2],0, 1
12:14:05.518:   High
12:14:06.444:   [0, 0, 0],2, 1
12:14:08.445:   [0, 0, 1],2, 0
12:14:10.206:   High
12:14:10.446:   [0, 0, 0],2, -1
12:14:12.446:   [1, 0, 0],0, 0
12:14:14.446:   [1, 0, 1],2, 0
12:14:15.446:   Low
12:14:16.446:   [0, 0, 1],0, 1
12:14:18.446:   [1, 0, 1],0, 0
12:14:20.446:   [1, 0, 2],2, 0
12:14:21.254:   High
12:14:22.446:   [1, 0, 0],2, 1
12:14:23.622:   Low
12:14:24.446:   [0, 0, 0],0, 1
12:14:26.446:   [0, 0, 1],2, 0
12:14:28.447:   [0, 1, 1],1, 0
12:14:29.086:   Medium
12:14:30.447:   [0, 0, 1],1, 1
12:14:32.447:   [0, 0, 2],2, 0
12:14:34.447:   [1, 0, 2],0, 0
12:14:35.278:   Low
12:14:36.447:   [0, 0, 2],0, 1
12:14:38.447:   [1, 0, 2],0, 0
12:14:39.054:   Low
12:14:40.447:   [0, 0, 2],0, 1
12:14:42.447:   [0, 1, 2],1, 0
12:14:43.317:   Medium
12:14:44.448:   [0, 0, 2],1, 1
12:14:45.518:   High
12:14:46.448:   [0, 0, 0],2, 1
12:14:48.448:   [1, 0, 0],0, 0
12:14:50.448:   [1, 0, 1],2, 0
12:14:51.614:   Low
12:14:52.448:   [0, 1, 1],1, -1
12:14:54.448:   [0, 2, 1],1, 0
12:14:55.672:   Medium
12:14:56.448:   [0, 0, 1],1, -1
12:14:58.448:   [0, 1, 1],1, 0
12:14:59.342:   Medium
12:15:00.448:   [0, 0, 1],1, 1
12:15:02.449:   [1, 0, 1],0, 0
12:15:03.454:   Low
12:15:04.449:   [0, 0, 1],0, 1
12:15:06.449:   [0, 1, 1],1, 0
12:15:08.449:   [0, 1, 2],2, 0
12:15:10.449:   [1, 1, 2],0, 0
12:15:11.278:   High
12:15:12.449:   [1, 1, 0],2, 1
12:15:14.449:   [1, 1, 1],2, 0
12:15:15.390:   Low
12:15:16.449:   [0, 1, 1],0, 1
12:15:18.449:   [0, 1, 2],2, 0
12:15:19.454:   High
12:15:20.450:   [0, 1, 0],2, 1
12:15:22.450:   [0, 1, 1],2, 0
12:15:23.774:   Medium
12:15:24.450:   [0, 0, 1],1, 1
12:15:26.450:   [0, 0, 2],2, 0
12:15:28.450:   [0, 1, 2],1, 0
12:15:29.438:   High
12:15:30.450:   [0, 1, 0],2, 1
12:15:31.790:   Medium
12:15:32.450:   [0, 0, 0],1, 1
12:15:34.450:   [0, 1, 0],1, 0
12:15:36.450:   [0, 1, 1],2, 0
12:15:38.451:   [1, 1, 1],0, 0
12:15:40.451:   [1, 1, 2],2, 0
12:15:41.238:   High
12:15:42.451:   [1, 1, 0],2, 1
12:15:43.374:   Low
12:15:44.451:   [0, 1, 0],0, 1
12:15:45.382:   Medium
12:15:46.451:   [0, 0, 0],1, 1
12:15:48.451:   [0, 0, 1],2, 0
12:15:50.451:   [0, 0, 2],2, 0
12:15:51.158:   High
12:15:52.451:   [0, 0, 0],2, 1
12:15:54.452:   [0, 0, 1],2, 0
12:15:56.452:   [1, 0, 1],0, 0
12:15:58.452:   [1, 0, 2],2, 0
12:15:59.630:   Low
12:16:00.452:   [0, 0, 2],0, 1
12:16:01.510:   High
12:16:02.452:   [0, 0, 0],2, 1
12:16:04.452:   [0, 1, 0],1, 0
12:16:06.452:   [0, 1, 1],2, 0
12:16:08.452:   [1, 1, 1],0, 0
12:16:10.452:   [1, 1, 2],2, 0
12:16:11.149:   Low
12:16:12.453:   [0, 1, 2],0, 1
12:16:13.406:   Medium
12:16:14.453:   [0, 0, 2],1, 1
12:16:15.238:   High
12:16:16.453:   [0, 0, 0],2, 1
