AF3_delta	AF3_theta	AF3_alpha	AF3_beta	AF3_gamma	AF4_delta	AF4_theta	AF4_alpha	AF4_beta	AF4_gamma	F3_delta	F3_theta	F3_alpha	F3_beta	F3_gamma	F4_delta	F4_theta	F4_alpha	F4_beta	F4_gamma	F7_delta	F7_theta	F7_alpha	F7_beta	F7_gamma	F8_delta	F8_theta	F8_alpha	F8_beta	F8_gamma	FC5_delta	FC5_theta	FC5_alpha	FC5_beta	FC5_gamma	FC6_delta	FC6_theta	FC6_alpha	FC6_beta	FC6_gamma	O1_delta	O1_theta	O1_alpha	O1_beta	O1_gamma	O2_delta	O2_theta	O2_alpha	O2_beta	O2_gamma	P7_delta	P7_theta	P7_alpha	P7_beta	P7_gamma	P8_delta	P8_theta	P8_alpha	P8_beta	P8_gamma	T7_delta	T7_theta	T7_alpha	T7_beta	T7_gamma	T8_delta	T8_theta	T8_alpha	T8_beta	T8_gamma
20.87949819056042	24.78249899938398	29.016573021073278	83.98428617322165	49.61920987893335	25.234841582426938	32.00343171418922	38.06204325343894	92.4297310323	53.47141859547471	22.525210900868633	23.378053640993453	36.75135470447425	80.66010255161703	46.282914063209056	20.251705355214785	29.308786510290453	28.677180432159698	87.75265472139503	52.36140247186117	24.007436354797846	30.173623654642135	33.03808392829761	85.53488139609128	54.69985930462158	21.70733540421417	27.63813335240744	34.907990219093485	86.8181598136268	51.379992010230524	17.64586156966873	27.494555348167367	28.36772134829098	73.41229560978331	47.87928456050549	22.833535131831354	29.36190989093507	35.1106412656222	86.6804847161998	46.5837055298939	13.893327578068018	22.67480838542837	30.203850825717193	76.6050240358076	28.00704937685659	28.15135745460973	25.078891195351325	39.887067528959186	84.8115399356486	35.37885506995717	18.3291353439066	26.11093502086917	36.661954276389096	69.3900038424173	42.53263275166399	22.990661232506692	29.602579877307157	40.09015849957433	75.48347848317532	35.167569394835894	26.34343174062099	28.09867656937951	30.177816347108052	73.27761587120695	44.30820724211737	23.690420631191667	28.534025755374934	36.362569052851136	84.47277902805169	46.97194166465648
20.785464531902996	25.12617830589404	37.491965309552974	81.97715867318877	47.91506460158532	26.2615930761296	23.780117340897775	36.229367281381435	73.01448259970638	53.83046696604131	22.14379991329709	28.716735541563455	37.429398995082565	78.66332404160667	48.098418714790974	22.327872733068144	28.22537163365948	39.34777295588603	87.63684515743189	60.62250206249729	23.100083582599638	26.21288759550827	36.61057134263155	85.48028489326202	47.71936599966945	22.775589634392276	26.29767852118856	38.695801963869215	83.1788100824559	51.618873520579854	18.931591557850282	20.585596102162167	33.062343390166504	65.08800677691681	37.82408859472009	25.433049275944843	32.315889783709935	44.264435481114894	77.70713670500365	61.52076801420724	16.32773239683279	26.23844620763696	33.40417316688223	72.97594680657069	43.152357927439226	25.41287285615475	28.30699667245619	34.66668907687554	76.58646308978197	50.65344345785136	22.281140262547005	28.454274911500747	27.94926936104813	71.42396679216917	42.269252832103554	15.13826039975309	23.47118476525381	39.69752687489671	87.8644334791427	61.47675315947926	27.759060668897614	31.8600361391331	40.499505378750435	86.53653280282877	54.73729249258258	20.316058406785523	27.080016633768615	38.84371619770358	87.4877428580907	63.22152924426911
23.938419331330323	27.97785708399415	35.48422170681454	81.00400660466659	50.79686650665699	22.584631809142255	29.3082606384017	43.17519997689823	98.74473260934803	54.21326517021664	20.1966483858047	25.742966477353725	35.34715382117794	74.15641678731131	47.73998124275424	22.143508931278326	31.909977081508483	44.546406190552425	90.41819795856864	57.84814072056792	21.41924675591482	29.369117656830827	45.21178778857016	98.02692242843388	64.94552784087158	38.026941630499856	44.56240582582002	53.81691399217788	134.73802773194623	88.01059539669502	18.61198974592952	21.60487485392432	28.697209541822073	72.58549070436341	47.5334975300559	27.174335313492875	31.736176636648054	49.42331520644986	103.77754390641385	51.43367858598929	22.492578545976432	27.70203016774658	37.712529439846804	83.17766265364232	36.45013702154747	24.03425551170276	27.183183492707904	42.039904649518434	82.9972265464639	40.76123268090364	24.588288802514384	27.546125781164392	36.87493078706928	76.44842400553058	49.38942786081134	24.91902143325521	29.736244247901972	41.44466242981164	96.54683837965514	51.63661433700384	19.668281023359516	24.104542437977855	26.476160128320007	72.62253976979841	49.66759174712238	25.00620005692118	32.179121738319154	45.668764892324376	105.02797922281428	55.514672587696126
21.129917411603266	26.363786190767215	34.15357823198434	81.70669787490199	43.60007161974322	23.799145552634826	24.001218023419337	33.5666109716201	82.97137268456446	58.85036675910247	23.686403151692936	23.45956542105847	31.659321899263883	85.78776496574962	43.0147125083807	24.838063413554327	27.157267811489113	31.958120371740883	93.72870015209358	53.8690793184457	21.888566224324148	29.818539614738384	41.29539697520909	88.12389999607882	57.8100609028361	23.214865012699853	30.185425493290467	35.22138291657313	97.16590864096713	64.17814002508892	21.480460171543246	27.5625223696331	36.782312517267016	78.6950278822276	44.40840738950971	24.842407451721726	27.4811498967672	35.52491203922674	95.99979826587601	55.74346818794412	16.601105773488264	28.458990267687444	30.289164492796573	82.50127416223793	54.56871414519602	27.231574592101666	30.081579398536363	39.98786528767918	91.7175568489405	50.735457790655815	25.62214042933213	26.593613082645454	35.92694049635857	76.84672354149615	50.88897204198706	21.96166712914318	24.347325098777247	37.65458624787493	98.37992019719744	59.27417233587551	23.518811409049082	28.00105482275308	37.59472876496813	87.3681002323894	50.08371113879105	21.385518052328813	21.324058815631677	37.85331274476357	97.79525182976954	56.31573429388263
21.17763709448129	26.364873843694227	37.53554333790327	91.2684098230842	52.22517148723653	28.078320225434954	33.3723251102758	46.042594098287	96.11647355874888	59.97334132711463	23.743580412091685	29.467622888250194	38.169201843835374	75.46357270482281	53.29385322936742	20.449122154946387	27.895635997847187	42.026019198190056	91.80077508834	63.55420614501097	27.66101298989803	28.870154526842477	39.03791461789997	96.18277579447967	50.566071748947294	23.233202951274702	33.80875502288593	44.72988806534791	86.93168212779324	51.84339011786023	20.03070605201907	23.93746778278267	37.80020776923736	75.56921823828377	41.73530562600437	23.008856724730645	31.611152728531287	45.6626503020648	89.7373628286621	56.84624201617859	20.93349118646013	26.964388056978372	39.91991495843737	70.09990408604892	46.87809258308756	27.4329200710896	32.845407343304736	29.10153427606995	81.06524098553935	47.0988248863339	20.07236175210572	27.84558709413773	33.71283929155657	78.77319904802468	53.01651179251817	21.107656369616265	30.233668445191803	38.91199112276016	79.82800732867292	48.523309198006714	27.794713309886106	30.502024741219124	44.29396439141184	103.75384498305539	63.001598795272876	23.421913153216686	29.983953655157514	44.27888783728744	88.68829751941455	54.24780721198183
19.028665667033152	23.188873836128145	31.104350667336522	75.9776578809781	61.46919937409121	25.424623008310927	31.751720401693664	32.67548922116018	88.57478877849822	65.14151842363682	34.391994589088974	43.94544898478301	59.96788811633594	151.25098898799476	96.71639846297465	24.408085091002686	31.648617745627817	31.413193590256203	93.32188109318581	69.55835914857315	25.640759677953817	33.14061704405602	41.19910553182247	91.67654882683969	59.90973792953246	29.42681429186992	33.260772618143356	40.20312418564012	77.94121561860564	65.59430096729348	21.138654394736633	24.45934017734394	32.67309710338395	77.74972136463555	52.51479500766143	26.345677403700936	31.695585923810242	36.05532306685208	88.63509877687392	65.56573860140885	22.771024891961147	21.291047440621192	30.242613302307465	56.435451771789644	44.564647692867744	27.84293199069254	31.151520464638146	31.34861508333875	70.08238840557274	41.95246689634404	19.043170512674514	19.342523281931026	23.14983885688322	55.358737210787716	31.615938836571733	20.785037943399942	24.69128682155465	37.072616230036516	90.70388979380519	56.03027442469211	23.89311000087172	28.414857585366786	33.10519662282669	83.25726762791234	44.98056138446957	26.156027946166624	29.752230932714866	38.32677430167224	90.69808066686196	57.1737351870552
24.853952005291035	29.774654213061766	39.730395792500836	89.70532302018218	51.28521083959044	26.926631702079177	31.508056381933393	37.9277292975092	86.24291678333549	54.65045287383538	26.30193460610959	32.10333967771036	37.202193557259314	78.90675309450286	50.716675789318096	28.073879366192607	30.71677252621896	35.59839800508825	82.19274157260026	60.333626378792005	24.70155886111145	30.1927868519074	39.64063675331817	97.82392488074952	49.17326773711389	27.726920220458048	29.910513781690494	36.2043299885535	90.1738226888979	62.86323983261337	23.343905995508393	30.172595256486353	35.35688316911359	70.95912057985672	39.996573173967455	24.136328352435534	31.616779862768244	38.542676678418744	87.90207169266749	62.33147711620986	26.33046373440007	31.43146103897139	33.61627017860482	75.88624711686235	55.50473456134459	23.289363489075374	35.08193445861048	37.215645135559434	79.45522645523609	53.48393432648811	25.110139673941188	31.35482397165064	33.09882379445451	76.64460834686464	58.102345705452656	25.4911441786589	31.200075285577075	35.35733841563778	99.78806016138304	67.15569494962861	25.021036077529278	26.702366938131426	34.33539166113572	72.97823503343113	54.49760132474746	24.366023737685296	31.372006255057013	34.42905424837466	103.71518214534208	65.54434123587056
17.726007091561875	22.73585097169377	33.97001264705614	89.36953254955606	58.32839768097094	21.572375189989955	31.534668040262638	34.17810624445947	90.79282673127622	65.75724087036265	17.60500002208457	25.15851586389906	35.76369779567598	92.48687067344937	57.81447164697941	19.944149476535166	27.760864548422788	29.114394815604097	103.84507201698914	64.63994407448945	21.800766027311624	29.1452207412206	39.47761906264523	85.93951162819383	70.84449665085269	26.17625128771054	32.820681152875586	40.81779797472285	101.36498462811193	66.95429627572734	23.57150942370887	25.470041121189695	35.209440712730604	66.33080361576502	62.83512738321105	24.707637618796227	29.982345329529437	38.55277249323491	97.71288443552302	68.52768770910255	20.297187147071156	20.67719138623782	32.527536091957444	76.49623876516443	46.021245960008955	24.84408622829116	22.5666390902929	35.68559425991376	72.39603507297977	46.78798026493922	19.383761900030372	17.609957292828703	28.636316371615138	71.69963135761034	46.08187652046562	20.730353312099155	26.672083063655567	31.005967817983176	89.25699861703677	49.93094236586814	23.474618234896706	20.209015594311026	31.709790327929614	76.51316390037549	52.041439249718756	24.992071048315623	30.377988074225826	37.6546172392704	94.4749143470329	64.52317067158424
18.163127486088406	24.237010151707196	36.95220782771026	80.15669327980211	39.14609768762166	23.914572578890056	27.429547011261228	36.74433476546332	95.70802270983795	53.55657363919266	23.549316992605718	21.069233367364358	38.00670513306212	81.46511880753746	40.40600238852939	22.9886051450984	29.57327295588738	35.838582028982785	99.47800256937936	56.65744804109202	24.07421175901749	32.72505956523872	43.92483924758144	93.06385053010351	58.96473551065401	24.623307571810244	33.18500094402117	39.47971315306236	107.86298451610904	58.96412324023344	22.368199222194942	27.81793439034798	36.75780214263954	68.22149258463813	39.6492349652709	21.43674582656505	32.462411388151835	38.59715715116174	104.52304036825994	63.245210158958294	19.306081469658878	26.496117247928606	30.952652241886753	82.29404328782769	30.63799675409809	52.12006649712388	66.23850356718377	90.0710357813817	233.4382031101533	149.75217976418222	25.06185435189662	25.622803764799492	33.97065279304574	72.9725588646783	49.81177803413898	22.012470705585418	30.845269368439176	36.88642855117563	92.02920281607956	55.168888749446296	24.384952554958563	22.893903295711073	32.61471987799636	66.39413176160434	45.83945272307937	21.271318322360326	34.44691761942752	34.88033818235431	105.13370424049754	57.21011744972148
25.473958338392816	24.62966502694739	33.11807827310419	97.95326449443836	54.26111646953429	24.985145361902184	28.853173882668223	38.21629778737973	98.41814931171254	56.853280408862496	24.899042125251484	19.01747092227192	39.076547247646644	96.32694647216239	46.24913431107664	27.40400744901541	28.940896091906012	39.577068695026	104.5980243518016	52.9033055507932	26.99322711981173	25.77288742925864	39.3411400037023	107.11862063072252	63.77703829937316	27.967980733472658	32.901444179031714	44.6413815536782	110.52185547825393	51.18019936518718	24.808608105789226	25.48356906039854	31.881360107467692	100.93729028880055	52.4559640166427	21.75420452607844	30.422260903842293	44.20189954767832	103.36741906053365	59.57093899911828	23.90380970675001	25.738577500148644	41.348577340238236	84.99906084425025	53.092558120222634	45.43216024670555	51.0363114796083	69.5778691924451	172.8403077911275	107.59505486277149	25.405982599569576	33.48308137232538	41.63737021390297	80.03412676516234	52.53954904681626	24.365613296468197	28.483933281763115	45.424922736554066	97.55306332190055	57.5621907568727	26.198532199771183	32.303767253864955	36.6563715958358	78.47151729770043	48.11950460542915	25.18709257634805	31.176407045437706	45.11934262892616	102.53249700078548	63.256245754461666
