Expected: 2, 2, 3
17:01:14.249
17:01:16.252:   [1, 0, 0],0, 0
17:01:18.253:   [1, 1, 0],1, 0
17:01:20.254:   [1, 2, 0],1, 0
17:01:22.255:   [1, 3, 0],1, 0
17:01:23.322:   High
17:01:24.256:   [2, 3, 0],0, -1
17:01:24.514:   Low
17:01:26.257:   [0, 4, 0],1, 1
17:01:28.258:   [0, 4, 1],2, 0
17:01:29.801:   Low
17:01:30.259:   [0, 4, 1],0, -1
17:01:32.261:   [1, 4, 1],0, 0
17:01:34.262:   [1, 5, 1],1, 0
17:01:35.594:   Low
17:01:36.263:   [0, 5, 1],0, 1
17:01:38.264:   [0, 5, 2],2, 0
17:01:39.002:   High
17:01:40.265:   [0, 5, 0],2, 1
17:01:42.266:   [0, 5, 1],2, 0
17:01:44.266:   [0, 6, 1],1, 0
17:01:46.266:   [0, 6, 2],2, 0
17:01:48.266:   [1, 6, 2],0, 0
17:01:49.338:   High
17:01:50.267:   [1, 6, 0],2, 1
17:01:51.362:   Low
17:01:52.267:   [0, 6, 0],0, 1
17:01:53.226:   Medium
17:01:54.267:   [0, 0, 0],1, -1
17:01:56.267:   [0, 0, 1],2, 0
17:01:58.267:   [0, 0, 2],2, 0
17:02:00.267:   [0, 1, 2],1, 0
17:02:01.298:   High
17:02:02.267:   [0, 1, 0],2, 1
17:02:04.267:   [0, 1, 1],2, 0
17:02:05.833:   Medium
17:02:06.268:   [0, 0, 1],1, 1
17:02:08.268:   [0, 1, 1],1, 0
17:02:10.268:   [0, 2, 1],1, 0
17:02:10.330:   Medium
17:02:12.268:   [0, 0, 1],1, -1
17:02:13.362:   High
17:02:14.268:   [0, 0, 0],2, -1
17:02:16.268:   [0, 0, 1],2, 0
17:02:18.268:   [1, 0, 1],0, 0
17:02:19.473:   Medium
17:02:20.268:   [1, 0, 1],1, -1
17:02:22.268:   [1, 0, 2],2, 0
17:02:23.281:   Low
17:02:24.269:   [0, 0, 2],0, 1
17:02:26.269:   [1, 0, 2],0, 0
17:02:27.114:   Low
17:02:28.269:   [0, 0, 2],0, 1
17:02:30.269:   [1, 0, 2],0, 0
17:02:32.269:   [1, 1, 2],1, 0
17:02:33.468:   Low
17:02:34.269:   [0, 1, 2],0, 1
17:02:35.490:   Medium
17:02:36.269:   [0, 0, 2],1, 1
17:02:38.269:   [1, 0, 2],0, 0
17:02:39.041:   Low
17:02:40.269:   [0, 0, 2],0, 1
17:02:41.586:   Medium
17:02:42.270:   [0, 0, 2],1, -1
17:02:44.270:   [0, 0, 3],2, 0
17:02:46.270:   [0, 1, 3],1, 0
17:02:48.270:   [0, 1, 4],2, 0
17:02:49.522:   Medium
17:02:50.270:   [0, 0, 4],1, 1
17:02:51.266:   High
17:02:52.270:   [0, 0, 0],2, -1
17:02:54.270:   [1, 0, 0],0, 0
17:02:55.185:   Low
17:02:56.270:   [0, 0, 0],0, 1
17:02:58.270:   [0, 1, 0],1, 0
17:03:00.271:   [1, 1, 0],0, 0
17:03:01.274:   Medium
17:03:02.271:   [1, 0, 0],1, 1
17:03:03.242:   Low
17:03:04.271:   [0, 0, 0],0, 1
17:03:06.271:   [0, 1, 0],1, 0
17:03:08.271:   [0, 1, 1],2, 0
17:03:10.271:   [0, 1, 2],2, 0
17:03:11.026:   High
17:03:12.271:   [0, 1, 0],2, 1
17:03:14.271:   [1, 1, 0],0, 0
17:03:15.217:   Low
17:03:16.272:   [0, 1, 0],0, 1
17:03:18.272:   [1, 1, 0],0, 0
17:03:20.272:   [1, 1, 1],2, 0
17:03:22.272:   [1, 1, 2],2, 0
17:03:23.410:   Low
17:03:24.272:   [0, 1, 2],0, 1
17:03:26.272:   [0, 2, 2],1, 0
17:03:27.002:   High
17:03:28.272:   [0, 2, 0],2, 1
17:03:29.201:   Medium
17:03:30.272:   [0, 0, 0],1, -1
17:03:32.272:   [0, 1, 0],1, 0
17:03:34.273:   [0, 1, 1],2, 0
17:03:36.273:   [0, 1, 2],2, 0
17:03:37.490:   Medium
17:03:38.273:   [0, 0, 2],1, 1
17:03:39.058:   High
17:03:40.273:   [0, 0, 0],2, 1
17:03:42.273:   [0, 0, 1],2, 0
17:03:44.273:   [1, 0, 1],0, 0
17:03:46.273:   [1, 1, 1],1, 0
17:03:47.441:   Medium
17:03:48.273:   [1, 0, 1],1, 1
17:03:50.273:   [1, 1, 1],1, 0
17:03:51.482:   Low
17:03:52.274:   [0, 1, 1],0, 1
17:03:53.450:   High
17:03:54.274:   [0, 1, 0],2, -1
17:03:56.274:   [0, 2, 0],1, 0
17:03:56.730:   Medium
17:03:58.274:   [0, 0, 1],2, 1
17:04:00.274:   [0, 0, 2],2, 0
17:04:01.186:   High
17:04:02.274:   [0, 0, 0],2, 1
17:04:03.698:   Medium
17:04:04.274:   [0, 0, 0],1, -1
17:04:06.274:   [1, 0, 0],0, 0
17:04:08.275:   [1, 0, 1],2, 0
17:04:09.346:   Low
17:04:10.275:   [0, 0, 1],0, 1
17:04:12.275:   [0, 1, 1],1, 0
17:04:14.074:   Low
17:04:14.275:   [0, 1, 1],0, -1
17:04:16.275:   [1, 1, 1],0, 0
17:04:18.275:   [1, 1, 2],2, 0
17:04:19.354:   Medium
17:04:20.275:   [1, 0, 2],1, 1
17:04:22.275:   [1, 1, 2],1, 0
17:04:23.073:   Medium
17:04:24.275:   [1, 0, 2],1, 1
17:04:25.377:   Medium
17:04:25.673:   Low
17:04:26.276:   [0, 0, 2],0, 1
17:04:28.276:   [1, 0, 2],0, 0
17:04:30.276:   [1, 0, 3],2, 0
17:04:32.276:   [1, 0, 4],2, 0
17:04:32.986:   High
17:04:34.276:   [1, 0, 0],2, -1
17:04:36.276:   [1, 1, 0],1, 0
17:04:37.226:   Low
17:04:38.276:   [0, 1, 0],0, 1
17:04:40.276:   [0, 1, 1],2, 0
17:04:42.276:   [0, 1, 2],2, 0
17:04:43.650:   Medium
17:04:44.277:   [0, 0, 2],1, 1
17:04:46.277:   [0, 1, 2],1, 0
17:04:48.277:   [1, 1, 2],0, 0
17:04:49.610:   High
17:04:50.277:   [1, 1, 0],2, 1
17:04:51.762:   Medium
17:04:52.277:   [1, 0, 0],1, 1
17:04:54.277:   [1, 1, 0],1, 0
17:04:56.277:   [1, 1, 1],2, 0
17:04:57.441:   Low
17:04:58.277:   [0, 1, 1],0, 1
17:05:00.277:   [0, 1, 2],2, 0
17:05:01.298:   High
17:05:02.278:   [0, 1, 0],2, 1
17:05:04.278:   [0, 1, 1],2, 0
17:05:06.278:   [0, 1, 2],2, 0
17:05:08.278:   [1, 1, 2],0, 0
17:05:09.594:   Medium
17:05:10.278:   [1, 0, 2],1, 1
17:05:11.722:   Low
