AF3_delta	AF3_theta	AF3_alpha	AF3_beta	AF3_gamma	AF4_delta	AF4_theta	AF4_alpha	AF4_beta	AF4_gamma	F3_delta	F3_theta	F3_alpha	F3_beta	F3_gamma	F4_delta	F4_theta	F4_alpha	F4_beta	F4_gamma	F7_delta	F7_theta	F7_alpha	F7_beta	F7_gamma	F8_delta	F8_theta	F8_alpha	F8_beta	F8_gamma	FC5_delta	FC5_theta	FC5_alpha	FC5_beta	FC5_gamma	FC6_delta	FC6_theta	FC6_alpha	FC6_beta	FC6_gamma	O1_delta	O1_theta	O1_alpha	O1_beta	O1_gamma	O2_delta	O2_theta	O2_alpha	O2_beta	O2_gamma	P7_delta	P7_theta	P7_alpha	P7_beta	P7_gamma	P8_delta	P8_theta	P8_alpha	P8_beta	P8_gamma	T7_delta	T7_theta	T7_alpha	T7_beta	T7_gamma	T8_delta	T8_theta	T8_alpha	T8_beta	T8_gamma
21.030555763305472	28.297728693370473	39.54757845843068	91.62586721422298	77.61686509683682	19.78656899501902	27.843126190729734	42.8043740080999	85.25367335983482	75.58345608062346	18.76958554940791	25.810031624621576	42.16431601846396	89.2615797897924	69.49791757788351	27.12940166858528	29.762724399449112	46.91712996810868	91.68069210856756	65.69068184765715	26.190602512595316	35.06925651423853	43.78616638298086	105.26452294999565	75.36264962570594	30.828926714831308	34.217270472580736	51.788246128830856	111.29216941595635	80.59210444682941	30.102655027487607	33.09425799500451	47.05453136672426	93.68299172562149	55.150582730568246	28.644034016309426	31.28312024025393	46.52291556788296	84.62671958888247	63.338690067853044	21.346409594924495	22.90464218022209	31.49287343807027	94.00396902625262	65.248626772227	22.27931009139306	25.96548947408693	34.310403904759966	104.18512387441206	70.54842010131053	16.095958162203722	18.481282641900577	27.679394182319406	65.9106094796517	43.6696076120033	33.3171166844791	33.00775000290762	50.39029279072525	110.88432209030208	71.7841993371525	24.40696997799973	17.61264717069683	33.68689371434485	86.53761521082545	56.172978609849466	28.072460612664308	33.878919949392746	37.04547587849019	76.78730968879218	55.63957917211768
24.33400603708291	31.724815931405175	52.006535262724704	107.96907823559275	77.62631572297848	25.17766190553498	29.585884102837497	48.38691112856305	103.80717002048617	69.48275047577022	25.082954422806083	29.953418565655188	48.985792605944766	105.60180497235625	72.46803380392136	25.06435450082019	31.59798353965965	48.3025532444598	107.37858165583653	67.97666008279141	26.083204990840454	34.23730575416117	54.59930626798454	122.85993827919545	82.61683296785709	29.04822602949323	39.128209200917425	50.421245562463675	118.77981997118343	77.89323033532195	25.84969459572426	27.80400357103839	45.541819785978475	99.74835909283652	64.46560539648635	26.5192001230875	35.27197343591406	45.198956117401224	99.24973295376668	64.78150223396939	22.760188833497182	29.096182730107085	42.28551603645078	91.54644196390947	67.54106072382548	26.090490455810308	31.539736987176244	43.37847378709078	97.16420389510331	65.89172098862365	20.405243648142147	22.869741724942976	28.859552404792552	57.75910225341305	41.793078164617896	32.48719303020469	40.39469724213194	49.414237038805645	111.00145265029073	64.18142108063013	23.380427493079104	28.23842216275529	39.267739732925	93.12658930120035	64.18200646796775	29.344961918045406	30.4262723511314	35.034823483078966	79.63552237455002	52.60227951237154
24.580077985549078	32.854460456751795	43.21789658227122	105.70709461500684	81.12305525386176	16.771475250162823	31.0316314694607	36.743731323459556	93.74947441132564	76.11152199015463	28.397482853166835	36.609155597959415	44.925665698423266	106.49391754511281	79.06932883299326	27.862812983005075	35.57462095366485	34.19953196617374	99.71473464164603	73.3661877938794	29.693950172671634	35.03369877325765	50.76968055637113	115.94345629149511	79.35205053780238	28.259422400654458	32.4295782685449	45.17350191193498	110.32598313933404	79.71876309740404	22.202001908714067	33.140085873578734	40.03821064610107	92.78781990881144	66.13009051087269	24.41424573902931	27.4607872513684	39.38029905756555	90.20891573797155	67.37642371010755	22.794424479578325	25.808253440269212	35.10431665013346	90.45212304703142	59.67271924127681	21.434840583711768	21.684708163482934	30.274928688737024	95.6642401894149	74.17193902902642	17.17798851924013	18.934908022822956	28.010402176683414	57.68071997897404	38.273144767959465	35.709694647205836	34.33373575026785	44.219640186226535	85.89319515587947	70.57074507787286	16.39735103407032	30.330084682033785	40.04213640876901	84.8318424073925	63.34886164622061	27.806535720532366	31.244658210309073	38.58377731187883	83.36690465801018	51.094086881126664
23.077842190278965	33.26273879085074	48.04380527591452	112.49084762768653	72.71335082891918	17.934775211803345	30.098247919987326	46.75669014600827	107.09214838599316	73.8065098462071	30.930608439648744	30.505793730776283	45.74425643038967	100.66786173623906	74.644452485257	31.482078940372073	37.53818943652316	45.647036558531155	98.8711359815195	73.23704271030414	19.518051328179656	36.02440235918934	45.95419646427777	116.08814018613182	79.3060937518453	21.38790132510224	33.69795217315466	55.61174425098866	123.19631556518512	83.39906616667416	24.834943453389688	31.785925230070042	40.89741974309223	94.78814879990615	65.25991505857188	17.7383355304097	30.526243650226043	47.499086737071664	97.70026884440806	72.29862182811526	20.210447067173867	27.144371381499003	34.71355609595033	85.19098023068055	58.28964447806722	21.548208185661636	27.676248916392645	37.02469802957047	96.21119068298397	75.78384557016045	24.0959741417568	25.529573229396455	32.87939199886802	70.09265766443826	34.942134955009706	35.80427910233185	44.7893418222055	53.515942582788774	121.71874282419341	75.51407237538263	22.15980667170865	29.733170402355707	38.546061024060855	91.4250857356231	59.41289567818507	28.419009366221744	27.04586705903396	38.562706530114	84.7723158598186	57.07413734962452
25.27801846832356	30.304599968061844	42.31756664550854	123.34113139517393	77.32746917656107	25.171814354339077	29.19965806486868	38.44788157847872	110.3266625263346	76.41069743739465	26.26305605609638	28.247545094917765	42.22475288905912	113.97491784841567	75.01297683168629	29.827783356524407	37.42970976132054	40.78105029848086	113.8452732453931	72.74845451514416	22.5080215100124	36.945057975786014	51.668989821810904	136.9607791744127	82.5367798276402	26.722237990777625	38.77691760331581	50.3755627072599	121.51080493018489	88.69395739016599	24.62278162488743	29.079103686695106	33.78204242124011	109.83952252188095	67.98295682348433	21.789278908340634	32.69564608489624	41.62242742891717	97.49702402963567	71.04365101626668	16.915589623533382	28.4009200043441	36.30836836984039	97.6485997965809	53.15457035357487	25.218489837331873	27.200058450320846	35.62408045959336	98.87659483679639	65.4245953786404	16.036244665695506	23.248515132534397	24.144333494906117	57.63877180261101	40.22379937082999	33.46772662640734	43.32293937507002	51.293051391060445	119.69455597188289	79.78019530098727	23.633594364709108	25.900680755137284	39.19188762660725	94.78717661081453	68.75495023784882	23.05614418713072	34.99451171520883	46.01725627469382	81.52865192115415	56.010560106630074
27.243629870048416	28.5271797613813	46.23182526694021	110.08646845439529	67.01778143835487	25.04082162485302	24.432047343706405	44.63345950999552	104.43585012885113	62.95506014569193	25.533982832159637	25.587260107079743	43.66836271664341	113.79178136353968	70.56639130411918	33.518994305144304	35.52103634885181	48.41988336805734	111.57555281845906	67.51512349685666	22.848333122824226	26.84198452624138	46.81194927703097	114.8298363816154	69.65968743254022	29.431041525339957	32.68916392641642	50.19179768606987	118.27611024848527	70.4455786508076	23.34198080239814	23.82229955069645	36.23522222133279	98.04674972698577	59.335893978692596	27.08785828761006	26.690773677205694	45.47010843384544	105.95188210265287	58.13000209252776	23.193894879809378	23.974455146806395	27.886910790521327	91.69839694707343	49.663808083401236	23.70279950888547	25.45673164073805	34.714134883208644	92.82718390551013	56.06657695980583	16.234748517692708	21.405907324199227	23.51234774722123	56.70019086118899	29.877446241832867	38.69277470314128	41.97382851702944	39.624083219718486	118.29567994046515	61.99446014844733	22.56487601519548	25.30794918279841	37.23005715000167	95.02195833461496	48.17106789524285	29.55669224851984	32.0786509759511	34.45042715200434	87.3993455119014	51.0494260908194
29.40599981601642	35.418564911453686	46.55541742127214	102.95814669039974	78.10274040168795	23.80965524125033	25.042739093617367	43.97496906516628	101.94857212847005	73.7068448710597	23.87981098371609	23.758084403076957	44.237820651912685	101.24144154782422	78.038631150598	30.73091395024108	27.847387855785435	46.73659226918397	100.88918635155096	76.46927112931806	21.600620357586855	28.43727184255938	49.35093984910019	109.20833439698302	73.20033917001331	28.208965416975595	31.051911493808245	50.46134143953847	116.78288397944397	74.7708924565861	26.2066199437251	28.191788198046815	44.36804058432762	88.72594635143639	65.86986661273166	22.708509113558407	26.43032077722515	44.95490187078879	93.58267089438051	68.64141623403111	24.25429482779159	20.69167952886743	37.468197266124676	90.82218014863005	56.06570316128568	23.17340152108344	22.075888606266425	40.154157527655364	91.58583240113717	59.85471334554655	15.698328802598306	18.750335353696038	29.934277154492506	61.829832358207625	37.229012499854846	34.10920319381604	35.356646798605894	46.96185554739047	96.57677655941673	70.16146835464627	21.23242948909664	26.536132324089966	42.85365031877422	100.3900221477642	61.473380893408695	24.768119379320442	32.120147368146164	38.809025069286	89.80698790150178	53.3531974954154
25.52201489741214	30.69891184388444	42.89779468423429	106.15418020490236	86.79253974684562	26.89833125665406	29.443325653820114	44.494387549924966	96.29013653038864	81.51616673020791	26.863814559769253	26.760545156821294	43.10590472523069	102.03997843604506	78.27250249010564	26.196140892994965	29.215188944273915	44.139454649885536	86.4968269689821	74.17063082486285	42.215068058563396	52.97228691949462	62.16020667380252	129.4264682213001	82.82662962747112	31.905513097198707	35.67371210816401	51.614828483866404	112.77497860379988	89.24579257136891	32.86147158572874	33.94777168932981	45.8351973098953	97.51424583745232	69.70867727435507	28.871338799984237	29.257422999629625	44.13278425581243	100.07509998607343	75.00604361483948	24.053513049275807	19.19793432828185	34.456568652731754	80.59648367391979	66.91296119351125	24.721923396539452	24.336740820271917	31.185029549452885	99.1631182562152	72.59050540858316	19.4545458756461	16.30506963433546	31.656302729687845	70.00670576785481	47.89496093649276	33.605483408425044	38.118199991561234	38.13619975585033	105.08619384537519	67.31159832094728	30.87623793740851	39.793731461254325	44.627265966506314	88.83694478524782	66.11001116309068	30.130250250653177	31.703220760731448	45.60676145378742	98.75793689896862	63.12953011320835
21.954020463394638	26.891725645253135	39.919190923076414	99.14010265588628	69.86325778184448	21.43011595320861	27.161620416422693	39.04659851069091	95.16006787283605	68.7258028333912	19.848866690450638	26.160064543591652	39.92368107620147	96.6022774501934	69.03853790897189	23.9344452020463	25.434073100800838	38.37582038127586	97.49695111805252	66.05457358199786	23.88154259671395	29.837359275194228	48.39879610949855	110.97525264364448	68.72093922524151	26.52651947396776	34.338472171287926	49.271817608333166	121.24088997792018	82.89896567284474	26.341091390441612	29.13177161148283	39.25977375982804	83.07360617133236	60.630020132706704	23.513402843295427	27.273500617164963	43.08584424311019	101.21454786921697	65.89784586740085	17.728401724655036	30.654760306831122	31.537237497261945	91.37308954220742	67.64887101401793	15.501656001354014	28.750949456769888	29.48407341290281	106.71072814587066	72.7819026433617	15.76213205593201	26.244716746750044	31.431509814904025	51.66238301324938	38.81601892659159	29.421747588751025	33.87811161040415	42.65631593540694	98.97158956575804	73.38551282595475	17.952535937107477	28.881556516911807	40.57119701899689	80.64827385117592	67.57577988723202	26.368250712965484	28.992166415134115	40.42010538369517	103.76321453593266	46.39603693514491
20.33657082366018	34.96295712316956	44.452514024899926	99.20354333789835	79.16902571883367	24.808786189381998	33.32490216724551	37.459129133753564	87.66382289123662	71.6185331397694	25.82508020692601	33.25035916999866	43.208712135037054	104.30983329334596	78.02235783083245	24.165627842366582	34.87426740609113	41.80958480156427	96.44166344550419	72.9447408167077	21.696523101280174	34.7465108502569	48.643228657849995	107.58738111931098	80.12861028818642	28.35865489959276	36.39571393294766	40.34673872332551	105.46299480336374	75.48204007727418	20.131413397016097	30.637295730765665	40.23632245669182	82.36237934869273	65.68571150410591	22.07813013652898	32.65549643490051	36.104565914011744	87.61974893793221	59.25566477966537	20.995808221365955	23.884440482598407	30.026001912170454	81.72634481886121	55.47095020366038	21.2392198192442	22.00293978460593	33.340463887170735	90.46292901273459	66.19389243985664	16.993456059689215	21.739686679578966	22.560778589054166	52.826762850146665	25.669483877663083	36.58707690443381	37.53163138316414	46.28911099887146	120.56750858401185	70.72549182122945	22.08147205038312	29.025655511919304	36.49985309860825	93.89104383248574	63.510101885259125	30.966191692684703	33.12198333629098	38.74318137596056	103.65991758632904	59.670907156139144
