19:25:36.121
19:25:38.125:   [1, 0, 0],0, 0
19:25:40.126:   [1, 1, 0],1, 0
19:25:42.127:   [1, 1, 1],2, 0
19:25:44.129:   [1, 2, 1],1, 0
19:25:46.130:   [2, 2, 1],0, 0
19:25:48.131:   [2, 3, 1],1, 0
19:25:50.132:   [2, 4, 1],1, 0
19:25:52.133:   [3, 4, 1],0, 0
19:25:53.522:   Medium
19:25:54.134:   [3, 0, 1],1, 1
19:25:56.135:   [3, 0, 2],2, 0
19:25:58.136:   [3, 1, 2],1, 0
19:26:00.138:   [3, 2, 2],1, 0
19:26:02.139:   [4, 2, 2],0, 0
19:26:04.139:   [5, 2, 2],0, 0
19:26:06.139:   [5, 2, 3],2, 0
19:26:08.139:   [6, 2, 3],0, 0
19:26:10.140:   [6, 2, 4],2, 0
19:26:12.141:   [6, 2, 5],2, 0
19:26:14.141:   [7, 2, 5],0, 0
19:26:16.141:   [7, 2, 6],2, 0
19:26:18.142:   [7, 3, 6],1, 0
19:26:20.142:   [8, 3, 6],0, 0
19:26:22.142:   [9, 3, 6],0, 0
19:26:24.142:   [9, 4, 6],1, 0
19:26:26.142:   [9, 5, 6],1, 0
19:26:26.194:   Medium
19:26:28.142:   [9, 0, 7],2, 1
19:26:30.142:   [9, 0, 8],2, 0
19:26:32.142:   [9, 1, 8],1, 0
19:26:34.142:   [10, 1, 8],0, 0
19:26:36.143:   [11, 1, 8],0, 0
19:26:38.143:   [11, 1, 9],2, 0
19:26:40.143:   [12, 1, 9],0, 0
19:26:42.143:   [12, 2, 9],1, 0
19:26:44.143:   [12, 3, 9],1, 0
19:26:46.143:   [12, 3, 10],2, 0
19:26:48.143:   [12, 4, 10],1, 0
19:26:50.143:   [12, 4, 11],2, 0
19:26:52.143:   [12, 4, 12],2, 0
19:26:53.795:   Medium
19:26:54.144:   [12, 0, 12],1, 1
19:26:56.144:   [13, 0, 12],0, 0
19:26:58.144:   [13, 0, 13],2, 0
19:27:00.144:   [13, 1, 13],1, 0
19:27:02.144:   [13, 2, 13],1, 0
19:27:04.144:   [13, 3, 13],1, 0
19:27:06.144:   [13, 3, 14],2, 0
19:27:08.144:   [14, 3, 14],0, 0
