Expected: 2, 0, 3
18:36:34.443
18:36:36.447:   [0, 1, 0],1, 0
18:36:38.448:   [1, 1, 0],0, 0
18:36:40.449:   [1, 2, 0],1, 0
18:36:42.450:   [1, 2, 1],2, 0
18:36:44.451:   [2, 2, 1],0, 0
18:36:44.531:   Low
18:36:46.452:   [0, 2, 2],2, 1
18:36:48.453:   [1, 2, 2],0, 0
18:36:50.455:   [1, 3, 2],1, 0
18:36:52.011:   High
18:36:52.456:   [1, 3, 0],2, 1
18:36:54.457:   [1, 4, 0],1, 0
18:36:56.458:   [2, 4, 0],0, 0
18:36:58.123:   Low
18:36:58.459:   [0, 5, 0],1, 1
18:37:00.460:   [0, 5, 1],2, 0
18:37:02.460:   [1, 5, 1],0, 0
18:37:04.460:   [1, 6, 1],1, 0
18:37:06.460:   [1, 6, 2],2, 0
18:37:08.462:   [1, 7, 2],1, 0
18:37:10.027:   High
18:37:10.462:   [1, 7, 0],2, 1
18:37:12.462:   [1, 8, 0],1, 0
18:37:13.803:   Low
18:37:14.462:   [0, 8, 0],0, 1
18:37:16.462:   [0, 8, 1],2, 0
18:37:18.462:   [1, 8, 1],0, 0
18:37:20.462:   [1, 9, 1],1, 0
18:37:22.462:   [2, 9, 1],0, 0
18:37:23.114:   Low
18:37:24.463:   [0, 9, 2],2, 1
18:37:26.463:   [0, 10, 2],1, 0
18:37:28.123:   High
18:37:28.463:   [0, 10, 0],2, 1
18:37:30.463:   [0, 11, 0],1, 0
18:37:32.463:   [0, 11, 1],2, 0
18:37:34.463:   [1, 11, 1],0, 0
18:37:36.463:   [1, 12, 1],1, 0
18:37:38.463:   [1, 13, 1],1, 0
18:37:40.463:   [1, 13, 2],2, 0
18:37:42.464:   [1, 14, 2],1, 0
18:37:44.251:   High
18:37:44.464:   [1, 14, 0],2, 1
18:37:46.464:   [1, 14, 1],2, 0
18:37:48.464:   [2, 14, 1],0, 0
18:37:50.464:   [2, 14, 2],2, 0
18:37:51.683:   Low
18:37:52.464:   [0, 14, 2],0, -1
18:37:54.464:   [1, 14, 2],0, 0
18:37:55.682:   Low
18:37:56.464:   [0, 14, 2],0, 1
18:37:58.002:   High
18:37:58.464:   [0, 14, 0],2, 1
18:38:00.465:   [0, 14, 1],2, 0
18:38:02.465:   [1, 14, 1],0, 0
18:38:04.465:   [1, 15, 1],1, 0
18:38:06.465:   [1, 15, 2],2, 0
18:38:08.465:   [1, 15, 3],2, 0
18:38:09.699:   High
18:38:10.465:   [1, 15, 0],2, -1
18:38:12.465:   [1, 15, 1],2, 0
18:38:14.465:   [1, 15, 2],2, 0
18:38:16.465:   [2, 15, 2],0, 0
18:38:18.275:   Low
18:38:18.466:   [0, 15, 2],0, -1
18:38:20.466:   [1, 15, 2],0, 0
18:38:21.683:   Low
18:38:22.466:   [0, 15, 2],0, 1
18:38:23.915:   High
18:38:24.466:   [0, 15, 0],2, 1
18:38:26.466:   [0, 15, 1],2, 0
18:38:28.466:   [0, 15, 2],2, 0
18:38:29.485:   High
18:38:30.466:   [0, 15, 0],2, 1
18:38:32.466:   [1, 15, 0],0, 0
18:38:33.554:   Low
18:38:34.467:   [0, 15, 0],0, 1
18:38:36.467:   [0, 15, 1],2, 0
18:38:38.467:   [1, 15, 1],0, 0
18:38:40.467:   [1, 16, 1],1, 0
18:38:42.467:   [1, 17, 1],1, 0
18:38:44.467:   [1, 17, 2],2, 0
18:38:45.403:   High
18:38:46.467:   [1, 17, 0],2, 1
18:38:48.467:   [1, 18, 0],1, 0
18:38:50.467:   [2, 18, 0],0, 0
18:38:50.626:   Low
18:38:52.468:   [0, 18, 0],0, -1
18:38:53.523:   Low
18:38:54.468:   [0, 18, 0],0, -1
18:38:56.468:   [0, 19, 0],1, 0
18:38:58.468:   [1, 19, 0],0, 0
18:38:59.235:   Low
18:39:00.468:   [0, 19, 0],0, 1
18:39:02.468:   [1, 19, 0],0, 0
18:39:04.468:   [1, 19, 1],2, 0
18:39:06.468:   [1, 19, 2],2, 0
18:39:07.418:   High
18:39:08.468:   [1, 19, 0],2, 1
18:39:09.707:   Low
18:39:10.469:   [0, 19, 0],0, 1
18:39:12.469:   [0, 20, 0],1, 0
18:39:14.469:   [0, 20, 1],2, 0
18:39:16.469:   [1, 20, 1],0, 0
18:39:18.469:   [1, 20, 2],2, 0
18:39:19.515:   Low
18:39:20.469:   [0, 20, 2],0, 1
18:39:22.469:   [1, 20, 2],0, 0
18:39:23.738:   High
18:39:24.469:   [1, 20, 0],2, 1
18:39:26.010:   Low
18:39:26.469:   [0, 20, 0],0, 1
18:39:28.470:   [1, 20, 0],0, 0
18:39:30.470:   [1, 21, 0],1, 0
18:39:31.955:   Low
18:39:32.470:   [0, 21, 0],0, 1
18:39:34.470:   [0, 22, 0],1, 0
18:39:36.470:   [1, 22, 0],0, 0
18:39:38.470:   [1, 23, 0],1, 0
18:39:40.470:   [1, 24, 0],1, 0
18:39:42.470:   [1, 25, 0],1, 0
18:39:44.471:   [1, 25, 1],2, 0
18:39:46.471:   [2, 25, 1],0, 0
18:39:48.471:   [2, 25, 2],2, 0
18:39:50.471:   [2, 26, 2],1, 0
